time,WRIST1,THUMB_CMC1,THUMB_MCP1,THUMB_IP1,THUMB_TIP1,INDEX_FINGER_MCP1,INDEX_FINGER_PIP1,INDEX_FINGER_DIP1,INDEX_FINGER_TIP1,MIDDLE_FINGER_MCP1,MIDDLE_FINGER_PIP1,MIDDLE_FINGER_DIP1,MIDDLE_FINGER_TIP1,RING_FINGER_MCP1,RING_FINGER_PIP1,RING_FINGER_DIP1,RING_FINGER_TIP1,PINKY_MCP1,PINKY_PIP1,PINKY_DIP1,PINKY_TIP1,WRIST2,THUMB_CMC2,THUMB_MCP2,THUMB_IP2,THUMB_TIP2,INDEX_FINGER_MCP2,INDEX_FINGER_PIP2,INDEX_FINGER_DIP2,INDEX_FINGER_TIP2,MIDDLE_FINGER_MCP2,MIDDLE_FINGER_PIP2,MIDDLE_FINGER_DIP2,MIDDLE_FINGER_TIP2,RING_FINGER_MCP2,RING_FINGER_PIP2,RING_FINGER_DIP2,RING_FINGER_TIP2,PINKY_MCP2,PINKY_PIP2,PINKY_DIP2,PINKY_TIP2,class1,class2
1629739251.900048
1629739251.93178
1629739251.9889128
1629739252.0119967
1629739252.0457976
1629739252.0689418
1629739252.1170588
1629739252.1588662
1629739252.181603
1629739252.2223744
1629739252.2532036
1629739252.276282
1629739252.308794
1629739252.3411534
1629739252.3735354
1629739252.4036841
1629739252.4610972
1629739252.4845824
1629739252.5274084
1629739252.5488656
1629739252.582255
1629739252.6121325
1629739252.6438005
1629739252.6814752
1629739252.7201042
1629739252.7510333
1629739252.810025
1629739252.8312845
1629739252.8624191
1629739252.8859684
1629739252.9277718
1629739252.9475086
1629739252.9963124
1629739253.0217118
1629739253.0640993
1629739253.0864813
1629739253.133757
1629739253.165985
1629739253.1982923
1629739253.2220516
1629739253.2639372
1629739253.287158
1629739253.3156407
1629739253.3479486
1629739253.387064
1629739253.4062996
1629739253.440416
1629739253.4729812
1629739253.523765
1629739253.5689154
1629739253.5928218
1629739253.6198833
1629739253.6752946
1629739253.7031655
1629739253.7304628
1629739253.7727163
1629739253.8075397
1629739253.8402293
1629739253.8730726
1629739253.933249
1629739253.967695
1629739254.0091553
1629739254.0308583
1629739254.0536883
1629739254.1194112
1629739254.1528645
1629739254.1630528
1629739254.1975844
1629739254.2294369
1629739254.2623873
1629739254.3233724
1629739254.3666165
1629739254.398942,"x: 0.5430930852890015
y: 0.72481369972229
z: -4.993721086066216e-05
","x: 0.5584439635276794
y: 0.6815307140350342
z: 0.034527234733104706
","x: 0.5708467960357666
y: 0.6426908373832703
z: 0.04947974532842636
","x: 0.5813911557197571
y: 0.6122616529464722
z: 0.055614229291677475
","x: 0.5867587327957153
y: 0.5912245512008667
z: 0.06074066460132599
","x: 0.5734080672264099
y: 0.6152692437171936
z: 0.03938204422593117
","x: 0.5745755434036255
y: 0.5640321969985962
z: 0.04447208344936371
","x: 0.5559693574905396
y: 0.552203893661499
z: 0.04146171733736992
","x: 0.5397877097129822
y: 0.555010199546814
z: 0.038233090192079544
","x: 0.5714419484138489
y: 0.6163052916526794
z: 0.01968972198665142
","x: 0.5679140090942383
y: 0.5621747374534607
z: 0.023838087916374207
","x: 0.5465236306190491
y: 0.5503767132759094
z: 0.017341291531920433
","x: 0.5303419828414917
y: 0.5540454983711243
z: 0.014805690385401249
","x: 0.5666558742523193
y: 0.62042236328125
z: 0.0018174191936850548
","x: 0.5615525245666504
y: 0.5705232620239258
z: 0.009697147645056248
","x: 0.5416563153266907
y: 0.5596022605895996
z: 0.007602965459227562
","x: 0.5276491641998291
y: 0.5638349056243896
z: 0.006218882277607918
","x: 0.5600240230560303
y: 0.6268815994262695
z: -0.015394228510558605
","x: 0.5539476871490479
y: 0.5847446322441101
z: -0.006268395110964775
","x: 0.5408204793930054
y: 0.5717896223068237
z: -0.0015218337066471577
","x: 0.5302351117134094
y: 0.569594144821167
z: 0.0015031123766675591
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"classification {
  index: 1
  score: 0.9157991409301758
  label: ""Right""
}
",0
1629739254.4312274
1629739254.4589865,"x: 0.5406378507614136
y: 0.7241460680961609
z: -2.3587284886161797e-05
","x: 0.5681556463241577
y: 0.6899154186248779
z: 0.026976780965924263
","x: 0.5825832486152649
y: 0.6501532196998596
z: 0.04000687599182129
","x: 0.5910242795944214
y: 0.6164295077323914
z: 0.04854526370763779
","x: 0.5955405831336975
y: 0.5952225923538208
z: 0.05810851231217384
","x: 0.578820526599884
y: 0.6184177398681641
z: 0.03461668640375137
","x: 0.5779278874397278
y: 0.5659998059272766
z: 0.04635728523135185
","x: 0.5638314485549927
y: 0.5573207139968872
