Tx1,Ty1,Tz1,Qo1,Qx1,Qy1,Qz1,error,time,sensorStat,frame
89.4751052856445,79.162956237793,-59.1215667724609,0.695698261260986,0.686521649360657,-0.176423326134682,-0.116477891802788,0.0427356138825417,0.1895246,01,1120
89.4909286499023,79.1589050292969,-59.1161842346191,0.695638954639435,0.686564445495605,-0.176377579569817,-0.11664779484272,0.0422795154154301,0.0432144,01,1192
89.4898834228516,79.1555786132812,-59.1130599975586,0.695649325847626,0.686551690101624,-0.176386550068855,-0.116647101938725,0.0417129881680012,0.0553866,01,1216
89.4916381835938,79.1555786132812,-59.1126136779785,0.695637226104736,0.686564922332764,-0.176348641514778,-0.116699449717999,0.0423152223229408,0.0331827,01,1240
89.4854507446289,79.1594314575195,-59.118335723877,0.695689737796783,0.686571776866913,-0.175942733883858,-0.116959571838379,0.0423544719815254,0.0968938,01,1264
89.4855651855469,79.1608123779297,-59.1220245361328,0.69568920135498,0.68655663728714,-0.17605222761631,-0.116885036230087,0.0435456931591034,0.0365504,01,1296
89.4867095947266,79.1600952148438,-59.1202430725098,0.695680499076843,0.686551809310913,-0.176108479499817,-0.116879478096962,0.0434814281761646,0.0171464,01,1320
89.4886474609375,79.1587524414062,-59.1182136535645,0.695662081241608,0.686545610427856,-0.17631271481514,-0.116720944643021,0.0435270294547081,0.0182849,01,1336
89.4877777099609,79.1601181030273,-59.1187133789062,0.695665061473846,0.686548173427582,-0.17630235850811,-0.11670283228159,0.0430430173873901,0.0151425,01,1344
89.468132019043,79.2397842407227,-58.9841079711914,0.696119487285614,0.684726357460022,-0.175046339631081,-0.12619911134243,0.043793186545372,0.0228011,01,1360
89.1196441650391,80.3013687133789,-57.8860511779785,0.697408199310303,0.681875288486481,-0.173418313264847,-0.136361658573151,0.0344159528613091,0.0152394,01,1376
89.1196441650391,80.3013687133789,-57.8860511779785,0.697408199310303,0.681875288486481,-0.173418313264847,-0.136361658573151,0.0344159528613091,0.0163312,02,1392
89.771598815918,85.5613555908203,-57.1643218994141,0.680913388729095,0.693615615367889,-0.196881517767906,-0.128420993685722,0.0557678751647472,0.0160221,01,1400
89.3135681152344,85.6561889648438,-57.3252792358398,0.679748475551605,0.668444931507111,-0.266715586185455,-0.141373366117477,0.0393870510160923,0.0178484,01,1416
89.0896148681641,86.3699340820312,-57.3318786621094,0.649928390979767,0.663908004760742,-0.303859263658524,-0.210924386978149,0.0559782646596432,0.0176017,01,1432
86.9195404052734,87.7064743041992,-57.6705169677734,0.632684171199799,0.650005280971527,-0.277378082275391,-0.316647589206696,0.0744361281394958,0.0159435,01,1448
86.0565490722656,87.7659225463867,-57.3490295410156,0.627631723880768,0.651960074901581,-0.274646520614624,-0.324955105781555,0.080528050661087,0.0195557,01,1456
82.6517715454102,88.2145462036133,-56.9539680480957,0.630795419216156,0.648567318916321,-0.280886650085449,-0.320250481367111,0.0876515954732895,0.0116767,01,1472
77.9696807861328,88.6791305541992,-55.3172225952148,0.621812045574188,0.652684926986694,-0.290907502174377,-0.320508539676666,0.0998794734477997,0.0160007,01,1488
75.3387680053711,89.2995376586914,-54.3341674804688,0.618401229381561,0.656479358673096,-0.296091377735138,-0.314554691314697,0.106877736747265,0.0164963,01,1496
69.3022308349609,90.0542907714844,-51.650707244873,0.601416170597076,0.676496624946594,-0.302958846092224,-0.298106521368027,0.133137494325638,0.0132922,01,1512
62.3271865844727,90.1711959838867,-49.8813133239746,0.584292829036713,0.681477665901184,-0.298065602779388,-0.324572682380676,0.374239981174469,0.014626,01,1528
62.3271865844727,90.1711959838867,-49.8813133239746,0.584292829036713,0.681477665901184,-0.298065602779388,-0.324572682380676,0.374239981174469,0.0099784,02,1536
49.757869720459,90.2903594970703,-48.5183296203613,0.554049134254456,0.710294425487518,-0.327650427818298,-0.28487965464592,0.281226545572281,0.0145387,01,1552
41.0387268066406,91.5852508544922,-45.1062202453613,0.5334632396698,0.725023448467255,-0.340281039476395,-0.271968871355057,0.292306482791901,0.0172689,01,1568
36.7155647277832,91.9345550537109,-44.1090927124023,0.523390471935272,0.732262909412384,-0.346631824970245,-0.264007538557053,0.292529255151749,0.0155012,01,1576
36.7155647277832,91.9345550537109,-44.1090927124023,0.523390471935272,0.732262909412384,-0.346631824970245,-0.264007538557053,0.292529255151749,0.0117656,02,1592
21.2138404846191,90.4810028076172,-43.545051574707,0.513186633586884,0.715806424617767,-0.413325697183609,-0.231134206056595,0.152316331863403,0.0163346,01,1608
17.307746887207,89.1209869384766,-43.7923011779785,0.513711810112,0.705399513244629,-0.434240847826004,-0.223487630486488,0.13168229162693,0.0153073,01,1616
9.5368185043335,86.5053787231445,-44.4997253417969,0.503876686096191,0.694598793983459,-0.466681212186813,-0.21412393450737,0.11860278993845,0.0181881,01,1632
2.5943603515625,83.4240493774414,-45.1196899414062,0.500059127807617,0.696084320545197,-0.471571117639542,-0.207432761788368,0.0895350724458694,0.0175336,01,1648
-0.852610647678375,81.8147964477539,-46.0274467468262,0.492605865001678,0.709781527519226,-0.464924305677414,-0.193379327654839,0.0897409692406654,0.0150787,01,1656
-6.64000797271729,78.9364395141602,-48.3440361022949,0.472713142633438,0.727003574371338,-0.462022304534912,-0.185860261321068,0.08697809278965,0.0169684,01,1672
-11.0680236816406,75.7543258666992,-51.1186752319336,0.460076570510864,0.724721312522888,-0.478137165307999,-0.18572624027729,0.0802396088838577,0.0127405,01,1688
-13.1361427307129,74.2999877929688,-52.5531768798828,0.457574099302292,0.719861388206482,-0.484066039323807,-0.195206940174103,0.0763341411948204,0.0161505,01,1696
